区域,名称,景点id,类型,级别,热度,地址,特色,经纬度
湖北·黄冈·浠水县,湖北三角山旅游度假区,39874814,自然风光,4A景区,热度 0.74,湖北省黄冈市浠水县三角山,理想的旅游避暑胜地、休闲疗养之所,"115.583012,30.486898"
安徽·黄山·歙县,新安江山水画廊,2057107350,自然风光,4A景区,热度 0.7,安徽省黄山市歙县深渡镇,人行明镜中，鸟度屏风里,"118.625539,29.868306"
广西·桂林·荔浦县,荔江湾,1904447453,自然风光,4A景区,热度 0.7,广西省桂林市荔浦县青山镇,水中水，山中山，桂林山水大河湾,"110.339791,24.446603"
湖南·长沙·岳麓区,岳麓山,3734569360,自然风光,5A景区,热度 0.9199999999999999,湖南省长沙市岳麓区登高路58号,赏枫胜地，不在别处！就在这儿,"112.943373,28.194667"
云南·丽江·丽江古城,狮子山万古楼景区,3620666159,自然风光,,热度 0.74,云南省丽江市古城区新华街黄山段(狮山路口),世界文化遗产丽江古城的重要组成部分,"100.237877,26.876285"
江苏·镇江·句容市,宝华山国家森林公园,62137798,自然风光,4A景区,热度 0.78,江苏省镇江句容市宝华镇杨柳泉路,层峦叠嶂、逶迤环绕、形似莲花,"119.094285,32.136718"
浙江·嘉兴·南湖区,嘉兴南湖景区,142241463,自然风光,5A景区,热度 0.72,浙江省嘉兴市南湖区海盐塘路188号(近南溪西路),江南三大名湖之一，中共一大召开地,"120.765594,30.761514"
贵州·六盘水·钟山,梅花山索道,4017994559,自然风光,,热度 0.0,贵州省六盘水市钟山区双戛乡,集“避暑、观光、度假、运动”为一体,"104.786616,26.619361"
湖北·十堰·丹江口市,武当太极湖,1208958047,自然风光,,热度 0.0,湖北省十堰丹江口市武当旅游经济开发特区永乐路14号,乘豪华游艇，赏武当武术，品武当道茶,"111.160582,32.517256"
济州特别自治道·济州岛,涉地可支,3902727370,自然风光,,热度 0.0,济州岛东部海岸的一端,将涉地可支海岸的风景便尽收眼底,"126.9293266,33.4235416"
广东·珠海·香洲区,情侣路,3892482340,自然风光,,热度 0.9400000000000001,广东省珠海市香洲区,路上有连体自行车，节省脚力，方便快捷,"113.58835301667,22.28015811738"
广西·桂林·遇龙河,遇龙河漂流金龙桥码头,2355128975,自然风光,,热度 0.0,广西壮族自治区桂林市阳朔县白沙镇金龙桥码头,一路翠竹夹道，绿树成行，芳草萋萋,"110.399902,24.823208"
陕西·商洛·商南县,金丝峡景区,2107653748,自然风光,5A景区,热度 0.8,陕西省商洛市商南县金丝峡镇,风光秀丽，风格独特，风景如画,"110.572425,33.360309"
河南·洛阳·新安县,龙潭大峡谷,1333812893,自然风光,5A景区,热度 0.7,河南省洛阳市新安县石井镇龙潭沟村,山崩地裂的旷世奇观，探幽览胜的绝妙意境,"112.022289,34.980692"
浙江·杭州·余杭区,山沟沟,3934717672,自然风光,4A景区,热度 0.7,浙江省杭州市余杭区鸬鸟镇太平山沟沟村下余65号（双溪漂流上游）,光阴荏苒，千年流传古村落,"119.724885,30.436609"
湖北·黄冈·浠水县,湖北三角山旅游度假区,39874814,自然风光,4A景区,热度 0.74,湖北省黄冈市浠水县三角山,理想的旅游避暑胜地、休闲疗养之所,"115.583012,30.486898"
安徽·黄山·歙县,新安江山水画廊,2057107350,自然风光,4A景区,热度 0.7,安徽省黄山市歙县深渡镇,人行明镜中，鸟度屏风里,"118.625539,29.868306"
云南·丽江·丽江古城,狮子山万古楼景区,3620666159,自然风光,,热度 0.74,云南省丽江市古城区新华街黄山段(狮山路口),世界文化遗产丽江古城的重要组成部分,"100.237877,26.876285"
广西·桂林·荔浦县,荔江湾,1904447453,自然风光,4A景区,热度 0.7,广西省桂林市荔浦县青山镇,水中水，山中山，桂林山水大河湾,"110.339791,24.446603"
湖南·长沙·岳麓区,岳麓山,3734569360,自然风光,5A景区,热度 0.9199999999999999,湖南省长沙市岳麓区登高路58号,赏枫胜地，不在别处！就在这儿,"112.943373,28.194667"
江苏·镇江·句容市,宝华山国家森林公园,62137798,自然风光,4A景区,热度 0.78,江苏省镇江句容市宝华镇杨柳泉路,层峦叠嶂、逶迤环绕、形似莲花,"119.094285,32.136718"
浙江·嘉兴·南湖区,嘉兴南湖景区,142241463,自然风光,5A景区,热度 0.72,浙江省嘉兴市南湖区海盐塘路188号(近南溪西路),江南三大名湖之一，中共一大召开地,"120.765594,30.761514"
贵州·六盘水·钟山,梅花山索道,4017994559,自然风光,,热度 0.0,贵州省六盘水市钟山区双戛乡,集“避暑、观光、度假、运动”为一体,"104.786616,26.619361"
湖北·十堰·丹江口市,武当太极湖,1208958047,自然风光,,热度 0.0,湖北省十堰丹江口市武当旅游经济开发特区永乐路14号,乘豪华游艇，赏武当武术，品武当道茶,"111.160582,32.517256"
济州特别自治道·济州岛,涉地可支,3902727370,自然风光,,热度 0.0,济州岛东部海岸的一端,将涉地可支海岸的风景便尽收眼底,"126.9293266,33.4235416"
广东·珠海·香洲区,情侣路,3892482340,自然风光,,热度 0.9400000000000001,广东省珠海市香洲区,路上有连体自行车，节省脚力，方便快捷,"113.58835301667,22.28015811738"
广西·桂林·遇龙河,遇龙河漂流金龙桥码头,2355128975,自然风光,,热度 0.0,广西壮族自治区桂林市阳朔县白沙镇金龙桥码头,一路翠竹夹道，绿树成行，芳草萋萋,"110.399902,24.823208"
陕西·商洛·商南县,金丝峡景区,2107653748,自然风光,5A景区,热度 0.8,陕西省商洛市商南县金丝峡镇,风光秀丽，风格独特，风景如画,"110.572425,33.360309"
河南·洛阳·新安县,龙潭大峡谷,1333812893,自然风光,5A景区,热度 0.7,河南省洛阳市新安县石井镇龙潭沟村,山崩地裂的旷世奇观，探幽览胜的绝妙意境,"112.022289,34.980692"
浙江·杭州·余杭区,山沟沟,3934717672,自然风光,4A景区,热度 0.7,浙江省杭州市余杭区鸬鸟镇太平山沟沟村下余65号（双溪漂流上游）,光阴荏苒，千年流传古村落,"119.724885,30.436609"
湖北·黄冈·浠水县,湖北三角山旅游度假区,39874814,自然风光,4A景区,热度 0.74,湖北省黄冈市浠水县三角山,理想的旅游避暑胜地、休闲疗养之所,"115.583012,30.486898"
安徽·黄山·歙县,新安江山水画廊,2057107350,自然风光,4A景区,热度 0.7,安徽省黄山市歙县深渡镇,人行明镜中，鸟度屏风里,"118.625539,29.868306"
广西·桂林·荔浦县,荔江湾,1904447453,自然风光,4A景区,热度 0.7,广西省桂林市荔浦县青山镇,水中水，山中山，桂林山水大河湾,"110.339791,24.446603"
湖南·长沙·岳麓区,岳麓山,3734569360,自然风光,5A景区,热度 0.9199999999999999,湖南省长沙市岳麓区登高路58号,赏枫胜地，不在别处！就在这儿,"112.943373,28.194667"
云南·丽江·丽江古城,狮子山万古楼景区,3620666159,自然风光,,热度 0.74,云南省丽江市古城区新华街黄山段(狮山路口),世界文化遗产丽江古城的重要组成部分,"100.237877,26.876285"
江苏·镇江·句容市,宝华山国家森林公园,62137798,自然风光,4A景区,热度 0.78,江苏省镇江句容市宝华镇杨柳泉路,层峦叠嶂、逶迤环绕、形似莲花,"119.094285,32.136718"
浙江·嘉兴·南湖区,嘉兴南湖景区,142241463,自然风光,5A景区,热度 0.72,浙江省嘉兴市南湖区海盐塘路188号(近南溪西路),江南三大名湖之一，中共一大召开地,"120.765594,30.761514"
贵州·六盘水·钟山,梅花山索道,4017994559,自然风光,,热度 0.0,贵州省六盘水市钟山区双戛乡,集“避暑、观光、度假、运动”为一体,"104.786616,26.619361"
湖北·十堰·丹江口市,武当太极湖,1208958047,自然风光,,热度 0.0,湖北省十堰丹江口市武当旅游经济开发特区永乐路14号,乘豪华游艇，赏武当武术，品武当道茶,"111.160582,32.517256"
济州特别自治道·济州岛,涉地可支,3902727370,自然风光,,热度 0.0,济州岛东部海岸的一端,将涉地可支海岸的风景便尽收眼底,"126.9293266,33.4235416"
广东·珠海·香洲区,情侣路,3892482340,自然风光,,热度 0.9400000000000001,广东省珠海市香洲区,路上有连体自行车，节省脚力，方便快捷,"113.58835301667,22.28015811738"
广西·桂林·遇龙河,遇龙河漂流金龙桥码头,2355128975,自然风光,,热度 0.0,广西壮族自治区桂林市阳朔县白沙镇金龙桥码头,一路翠竹夹道，绿树成行，芳草萋萋,"110.399902,24.823208"
陕西·商洛·商南县,金丝峡景区,2107653748,自然风光,5A景区,热度 0.8,陕西省商洛市商南县金丝峡镇,风光秀丽，风格独特，风景如画,"110.572425,33.360309"
河南·洛阳·新安县,龙潭大峡谷,1333812893,自然风光,5A景区,热度 0.7,河南省洛阳市新安县石井镇龙潭沟村,山崩地裂的旷世奇观，探幽览胜的绝妙意境,"112.022289,34.980692"
浙江·杭州·余杭区,山沟沟,3934717672,自然风光,4A景区,热度 0.7,浙江省杭州市余杭区鸬鸟镇太平山沟沟村下余65号（双溪漂流上游）,光阴荏苒，千年流传古村落,"119.724885,30.436609"
湖北·黄冈·浠水县,湖北三角山旅游度假区,39874814,自然风光,4A景区,热度 0.74,湖北省黄冈市浠水县三角山,理想的旅游避暑胜地、休闲疗养之所,"115.583012,30.486898"
安徽·黄山·歙县,新安江山水画廊,2057107350,自然风光,4A景区,热度 0.7,安徽省黄山市歙县深渡镇,人行明镜中，鸟度屏风里,"118.625539,29.868306"
云南·丽江·丽江古城,狮子山万古楼景区,3620666159,自然风光,,热度 0.74,云南省丽江市古城区新华街黄山段(狮山路口),世界文化遗产丽江古城的重要组成部分,"100.237877,26.876285"
广西·桂林·荔浦县,荔江湾,1904447453,自然风光,4A景区,热度 0.7,广西省桂林市荔浦县青山镇,水中水，山中山，桂林山水大河湾,"110.339791,24.446603"
湖南·长沙·岳麓区,岳麓山,3734569360,自然风光,5A景区,热度 0.9199999999999999,湖南省长沙市岳麓区登高路58号,赏枫胜地，不在别处！就在这儿,"112.943373,28.194667"
江苏·镇江·句容市,宝华山国家森林公园,62137798,自然风光,4A景区,热度 0.78,江苏省镇江句容市宝华镇杨柳泉路,层峦叠嶂、逶迤环绕、形似莲花,"119.094285,32.136718"
浙江·嘉兴·南湖区,嘉兴南湖景区,142241463,自然风光,5A景区,热度 0.72,浙江省嘉兴市南湖区海盐塘路188号(近南溪西路),江南三大名湖之一，中共一大召开地,"120.765594,30.761514"
贵州·六盘水·钟山,梅花山索道,4017994559,自然风光,,热度 0.0,贵州省六盘水市钟山区双戛乡,集“避暑、观光、度假、运动”为一体,"104.786616,26.619361"
湖北·十堰·丹江口市,武当太极湖,1208958047,自然风光,,热度 0.0,湖北省十堰丹江口市武当旅游经济开发特区永乐路14号,乘豪华游艇，赏武当武术，品武当道茶,"111.160582,32.517256"
济州特别自治道·济州岛,涉地可支,3902727370,自然风光,,热度 0.0,济州岛东部海岸的一端,将涉地可支海岸的风景便尽收眼底,"126.9293266,33.4235416"
广东·珠海·香洲区,情侣路,3892482340,自然风光,,热度 0.9400000000000001,广东省珠海市香洲区,路上有连体自行车，节省脚力，方便快捷,"113.58835301667,22.28015811738"
广西·桂林·遇龙河,遇龙河漂流金龙桥码头,2355128975,自然风光,,热度 0.0,广西壮族自治区桂林市阳朔县白沙镇金龙桥码头,一路翠竹夹道，绿树成行，芳草萋萋,"110.399902,24.823208"
陕西·商洛·商南县,金丝峡景区,2107653748,自然风光,5A景区,热度 0.8,陕西省商洛市商南县金丝峡镇,风光秀丽，风格独特，风景如画,"110.572425,33.360309"
河南·洛阳·新安县,龙潭大峡谷,1333812893,自然风光,5A景区,热度 0.7,河南省洛阳市新安县石井镇龙潭沟村,山崩地裂的旷世奇观，探幽览胜的绝妙意境,"112.022289,34.980692"
浙江·杭州·余杭区,山沟沟,3934717672,自然风光,4A景区,热度 0.7,浙江省杭州市余杭区鸬鸟镇太平山沟沟村下余65号（双溪漂流上游）,光阴荏苒，千年流传古村落,"119.724885,30.436609"
湖北·黄冈·浠水县,湖北三角山旅游度假区,39874814,自然风光,4A景区,热度 0.74,湖北省黄冈市浠水县三角山,理想的旅游避暑胜地、休闲疗养之所,"115.583012,30.486898"
安徽·黄山·歙县,新安江山水画廊,2057107350,自然风光,4A景区,热度 0.7,安徽省黄山市歙县深渡镇,人行明镜中，鸟度屏风里,"118.625539,29.868306"
广西·桂林·荔浦县,荔江湾,1904447453,自然风光,4A景区,热度 0.7,广西省桂林市荔浦县青山镇,水中水，山中山，桂林山水大河湾,"110.339791,24.446603"
湖南·长沙·岳麓区,岳麓山,3734569360,自然风光,5A景区,热度 0.9199999999999999,湖南省长沙市岳麓区登高路58号,赏枫胜地，不在别处！就在这儿,"112.943373,28.194667"
云南·丽江·丽江古城,狮子山万古楼景区,3620666159,自然风光,,热度 0.74,云南省丽江市古城区新华街黄山段(狮山路口),世界文化遗产丽江古城的重要组成部分,"100.237877,26.876285"
江苏·镇江·句容市,宝华山国家森林公园,62137798,自然风光,4A景区,热度 0.78,江苏省镇江句容市宝华镇杨柳泉路,层峦叠嶂、逶迤环绕、形似莲花,"119.094285,32.136718"
浙江·嘉兴·南湖区,嘉兴南湖景区,142241463,自然风光,5A景区,热度 0.72,浙江省嘉兴市南湖区海盐塘路188号(近南溪西路),江南三大名湖之一，中共一大召开地,"120.765594,30.761514"
贵州·六盘水·钟山,梅花山索道,4017994559,自然风光,,热度 0.0,贵州省六盘水市钟山区双戛乡,集“避暑、观光、度假、运动”为一体,"104.786616,26.619361"
湖北·十堰·丹江口市,武当太极湖,1208958047,自然风光,,热度 0.0,湖北省十堰丹江口市武当旅游经济开发特区永乐路14号,乘豪华游艇，赏武当武术，品武当道茶,"111.160582,32.517256"
济州特别自治道·济州岛,涉地可支,3902727370,自然风光,,热度 0.0,济州岛东部海岸的一端,将涉地可支海岸的风景便尽收眼底,"126.9293266,33.4235416"
广东·珠海·香洲区,情侣路,3892482340,自然风光,,热度 0.9400000000000001,广东省珠海市香洲区,路上有连体自行车，节省脚力，方便快捷,"113.58835301667,22.28015811738"
陕西·商洛·商南县,金丝峡景区,2107653748,自然风光,5A景区,热度 0.8,陕西省商洛市商南县金丝峡镇,风光秀丽，风格独特，风景如画,"110.572425,33.360309"
广西·桂林·遇龙河,遇龙河漂流金龙桥码头,2355128975,自然风光,,热度 0.0,广西壮族自治区桂林市阳朔县白沙镇金龙桥码头,一路翠竹夹道，绿树成行，芳草萋萋,"110.399902,24.823208"
河南·洛阳·新安县,龙潭大峡谷,1333812893,自然风光,5A景区,热度 0.7,河南省洛阳市新安县石井镇龙潭沟村,山崩地裂的旷世奇观，探幽览胜的绝妙意境,"112.022289,34.980692"
浙江·杭州·余杭区,山沟沟,3934717672,自然风光,4A景区,热度 0.7,浙江省杭州市余杭区鸬鸟镇太平山沟沟村下余65号（双溪漂流上游）,光阴荏苒，千年流传古村落,"119.724885,30.436609"
